Player,Year,Salary
Doug Christie,2003,6900000
Ron Mercer,2003,6750000
Shandon Anderson,2003,6700000
Chris Mills,2003,6600000
Lorenzen Wright,2003,6600000
Bo Outlaw,2003,6585000
Richard Hamilton,2003,6500000
Hakeem Olajuwon,2003,6326923
Bob Sura,2003,6266666
Predrag Stojakovic,2003,6250000
Eddie Robinson,2003,6204000
Tariq Abdul-Wahad,2003,6187500
Jason Williams,2003,6187500
Michael Dickerson,2003,6187500
Charlie Ward,2003,6030000
Jerome Williams,2003,5987500
Howard Eisley,2003,5843750
Jonathan Bender,2003,5800000
Steve Nash,2003,5750000
Vitaly Potapenko,2003,5715000
Al Harrington,2003,5692500
Jason Caffey,2003,5687500
Jahidi White,2003,5676091
Christian Laettner,2003,5625000
Radoslav Nesterovic,2003,5600000
Eric Williams,2003,5540000
Ben Wallace,2003,5500000
Kenny Thomas,2003,5500000
Alvin Williams,2003,5500000
Metta World Peace,2003,5473684
Calvin Booth,2003,5446800
Avery Johnson,2003,5445600
Clarence Weatherspoon,2003,5445600
Joe Smith,2003,5445600
Todd MacCulloch,2003,5445600
Ruben Patterson,2003,5445600
Danny Fortson,2003,5428602
Brent Barry,2003,5400000
Cuttino Mobley,2003,5394125
Kurt Thomas,2003,5394125
Scot Pollard,2003,5309563
Kenyon Martin,2003,5128689
Sam Cassell,2003,5062500
Ricky Davis,2003,5000600
Chauncey Billups,2003,5000600
Jerome James,2003,5000600
Keon Clark,2003,5000600
Larry Hughes,2003,5000600
Nazr Mohammed,2003,5000000
Corliss Williamson,2003,5000000
Reggie Miller,2003,5000000
Aaron McKie,2003,5000000
Brevin Knight,2003,5000000
Alonzo Mourning,2003,4917000
Scottie Pippen,2003,4917000
Gary Payton,2003,4917000
James Posey,2003,4917000
Michael Olowokandi,2003,4917000
Juwan Howard,2003,4917000
Malik Rose,2003,4916250
Rick Fox,2003,4734797
Clifford Robinson,2003,4700000
Donyell Marshall,2003,4605196
Stromile Swift,2003,4592418
Devean George,2003,4546000
Eric Snow,2003,4500000
Robert Horry,2003,4500000
Lamond Murray,2003,4500000
Michael Stewart,2003,4480000
Ervin Johnson,2003,4418156
Travis Knight,2003,4402500
Tony Battie,2003,4400000
Adonal Foyle,2003,4400000
Anthony Mason,2003,4348094
Matt Harpring,2003,4290000
Kwame Brown,2003,4252080
Zeljko Rebraca,2003,4200000
Yao Ming,2003,4147560
Darius Miles,2003,4130701
LeBron James,2003,4018920
Elden Campbell,2003,4000000
Jeff Foster,2003,4000000
Derrick Coleman,2003,4000000
David Wesley,2003,3960000
Chucky Atkins,2003,3900000
Marc Jackson,2003,3900000
Tyson Chandler,2003,3804360
Marcus Fizer,2003,3726994
Jay Williams,2003,3710880
Bruce Bowen,2003,3650000
Lawrence Funderburke,2003,3600000
Darko Milicic,2003,3595800
Shawn Bradley,2003,3500000
Moochie Norris,2003,3500000
Eduardo Najera,2003,3428572
Mike Miller,2003,3380457
Mike Dunleavy,2003,3332520
Jeff McInnis,2003,3300000
Carmelo Anthony,2003,3229200
Eddy Curry,2003,3080160
Rodney Rogers,2003,3075600
Evan Eschmeyer,2003,3017266
Matt Maloney,2003,3006260
Drew Gooden,2003,3004560
Chris Crawford,2003,3000000
Jon Barry,2003,3000000
Lindsey Hunter,2003,3000000
Speedy Claxton,2003,3000000
Derek Fisher,2003,3000000
Michael Redd,2003,3000000
Eric Montross,2003,2960000
Hubert Davis,2003,2956250
Aaron Williams,2003,2925000
Tony Delk,2003,2925000
Othella Harrington,2003,2925000
Bobby Jackson,2003,2925000
Chris Bosh,2003,2911320
Chris Mihm,2003,2809494
George Lynch,2003,2800000
Michael Curry,2003,2800000
Jason Richardson,2003,2789280
Nikoloz Tskitishvili,2003,2720760
Pat Garrity,2003,2643750
Greg Buckner,2003,2640000
Dwyane Wade,2003,2636400
Wang Zhizhi,2003,2620943
Pau Gasol,2003,2618395
John Amaechi,2003,2610000
Jamal Crawford,2003,2577937
Shane Battier,2003,2533440
Lucious Harris,2003,2500000
Earl Boykins,2003,2500000
Eric Piatkowski,2003,2500000
Predrag Drobnjak,2003,2500000
Andrew DeClercq,2003,2500000
Darrell Armstrong,2003,2475000
Dajuan Wagner,2003,2471280
Ira Newble,2003,2458500
Kevin Ollie,2003,2458500
Stacey Augmon,2003,2400000
Chris Kaman,2003,2394600
Joel Przybilla,2003,2373309
Eddie Griffin,2003,2312760
Cory Alexander,2003,2302778
Keyon Dooling,2003,2256444
Etan Thomas,2003,2200942
Jim Jackson,2003,2200000
Antonio Daniels,2003,2200000
Kirk Hinrich,2003,2185920
Courtney Alexander,2003,2168193
Bimbo Coles,2003,2120000
DeSagana Diop,2003,2118840
Nenê,2003,2102840
Troy Hudson,2003,2100000
Chris Wilcox,2003,2066760
TJ Ford,2003,2002680
Hidayet Turkoglu,2003,1995611
Rodney White,2003,1947600
Marko Jaric,2003,1925000
Amare Stoudemire,2003,1899720
Desmond Mason,2003,1898312
Joe Johnson,2003,1850160
Mike Sweetney,2003,1840800
Quentin Richardson,2003,1805735
Caron Butler,2003,1804680
Nate Huffman,2003,1760000
Kedrick Brown,2003,1757640
Jarvis Hayes,2003,1748760
Jamaal Magloire,2003,1726771
Jared Jeffries,2003,1714440
Samaki Walker,2003,1700000
Corie Blount,2003,1680000
Vladimir Radmanovic,2003,1669800
Morris Peterson,2003,1646079
Melvin Ely,2003,1628760
DeShawn Stevenson,2003,1616087
Cezary Trybanski,2003,1600000
Jerome Moiso,2003,1600000
Dalibor Bagaric,2003,1599076
Richard Jefferson,2003,1586280
Iakovos Tsakalidis,2003,1580702
Nick Collison,2003,1578240
Marcus Haislip,2003,1547280
Stanislav Medvedenko,2003,1540000
Michael Doleac,2003,1540000
Gordan Giricek,2003,1540000
Mickael Pietrus,2003,1527946
Malik Allen,2003,1510000
Troy Murphy,2003,1506960
Fred Jones,2003,1506000
Jumaine Jones,2003,1500000
Mark Jackson,2003,1500000
